"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Ini kenapa ya bsi mobile sering gangguang. Saya mau transfer ke bank lain tapi tiba- tiba keluar aplikasi, sudah saya coba berkali- kali hasilnya tetap sama. Dan ada tulisan untuk pengahapusan memori bsi karena bug. Selain itu, sekarang tarik tunai tanpa kartu kok tidak ada fitur bsi terdekat adanya alfamart, alfamidi dan indomaret. Itu bagaimana ya saran nya karena ini urgent. Terimakasih","0","-1","-1","0"
"Bertivikasi udah puny akun susah vertivikasi wajah gagal terus.","0","0","-1","-1"
"Setelah update aplikasinya kok tambah jelek ya?? Informasi Uang Masuk GK ada dan GK bisa di cek Terus gak bisa screenshot total Saldo, Tarik tunai tanpa kartu tidak bisa lagi di ATM BSI hanya bisa di Alfamart, Alfamini Lebih bagusan versi lama!","0","-1","-1","-1"
"Kok setiap bulan harus update aplikasi. Asal mau pake mobile banking udh disuruh update update terus.","0","0","-1","0"
"Ini kenapa ya pas udah di update malah setiap transaksi tidak bisa di screenshot jadi susah kalo jadi bukti transferan","0","-1","-1","-1"
"saldo saya hilang setelah transfer dan gagal untuk pembelian. ini gimana si woiiiii","0","-1","0","-1"
"Mau tarik tanpa kartu di atm malah menu atm nya ga ada. Sampah banget lu bsi ga guna","0","-1","0","0"
"Kenapa sekrmg setelah update tidak bsa tarik tunai tanpa kartu di mesin atm bsi cuma bsa infomaret alfamart alfamidi pilihan di mbanking nya aneh aneh aja bsi ini","0","-1","0","0"
"Kenapa setelah melakukan update, aplikasinya tidak bisa melakukan screenshot. Padahal itu penting untuk kita melakukan pemberitahuan ke pihak lain bahwasannya kita sudah melakukan transaksinya.","0","-1","-1","0"
"Minta update tetapi mau tarik tunai d atm tidak ada pilihan atm masak d Indomaret Alfamart pilihannya... Saya kan di Sumatera Barat mana minta biaya admin 5 rb","-1","-1","0","0"
"gak jelas... tarik tunai tanpa kartu gak bs lg.... d tambah lg uang sering gk kluar saldo terpotong.... cuiihhh","0","-1","0","-1"
"Aplikasi bobrok, tiap hari libur pasti bermasalah, gak ada perkembangan. Taik","0","0","-1","0"
"sayang gak bisa lagi tarik tunai tanpa kartu lagi di atm bsi. maaf bintang 1 dulu, padahal nyaman banget applikasi nya","0","-1","0","0"
"Sering error trus muncul tulisan g jelas","0","0","-1","0"
"Pilihan tarik tunai tanpa kartu di atm bsi tiba"" hilang Adanya di alfamart indomaret dan alfamidi Agak kecewa","0","-1","0","0"
"Kenapa tidak ada lagi pilihan ATM BSI di menu tarik tunai tanpa kartu? Yg ada cuman Indomaret Alfamart & Alfamidi","0","-1","0","0"
"Tarik tunai gk bisa lagi. Padahal itu fitur unggulan yg sangat memudahkan pengguna","0","-1","0","0"
"Kenapa sesudah update malah tidak bisa screenshot info saldo dan resi transaksi? Agar dapat diperbaharui kembali","0","-1","-1","0"
"Gimana sih ini stlh di update mlh gak bsa di ss pdhl bagi penting bgt, tlg kembalikan kayak sblm di update dong,","0","0","-1","0"
"Fitur tarik tunai atm banking sudah tidak ada.. kalau tidak bisa mempertahankan dengan baik, ubah aja lagi bank bank sebelum nya. Sangat kecewa, tidak ada pemberitahuan sebelumnya !","-1","-1","0","0"
"Updatenya menghilangkan layanan tarik tunai tanpa kartu di ATM nya sendiri...benar2 menyusahkan pengguna..di ATM BSI masih ada pilihan tarik tunai tanpa kartu.","-1","-1","0","0"
"Setelah update malah fitur tarik tunai tanpa kartu via ATM BSI nya hilang","0","-1","0","0"
"sekarang aplikasinya kenapa nggak bisa tarik tunai tanpa kartu lewat bsi, jadinya harus pilih opsi lain👎👎","0","-1","0","0"
"Update bsi makin kesini makin zonk gabisa screenshot,sekarang gabisa tarik tunai tanpa kartu di ATM-nya langsung, pilihannya cuma alfamart, indomaret, sm Alfamidi, makinnnn ribeeeettt","0","-1","-1","0"
"Pertama kali pake app ini aman"" aja sih. Tp ga tau knp kmren tu ga bisa masuk ke app malah keluar mulu. Trus uninstall deh kemudian install ulang dan mulai aktivitasi akun tp diakhir malah ga bisa ngisi kata sandi. Waktu mau isi kata sandi selalu muncul ""close overlapping popups"". Tolong dong buat yg tau gmna cara nya supaya bisa login lg. Gara"" ga bisa login jd ga bisa bayar pesanan ku🙃","0","-1","-1","-1"
"Udah setahun pake bsi, tadi kena 99 root overlapping","0","0","-1","0"
"Kenapa BSI tarik tunai ATM tidak tersedia 🙂","0","-1","0","0"
"kenapa menu tarik tunai tanpa kartu, hilang menu ATM BSI","0","-1","0","0"
"Tarik Tunai Tanpa Kartu Kenapa Tidak ada Lagi Menu ATM BSI ,, makin lama kok dipersulit saja ini aplikasi, untuk disediakan Menu TARIK TANPA KARTU","-1","-1","0","0"
"Setelah di update aplikasinya, gak bisa lagi screenshot transaksi transfer, sama gak bisa lagi tarik tunai tanpa kartu di atm bsi.. tolong kembalikan fitur nya lagi min","0","-1","-1","0"
"Min kenapa update bsi mobile malah hilang transaksi tanpa kartu yg via bsi mobile padahal itu ngebantu banget min tolong perbaikannya min","0","-1","0","0"
"Ini kok masuk bsi mobile kok g bisa, bisa di perbaiki ga uda setahun atau lebih kok bisa-bisa daftar login anj.","0","0","-1","-1"
"Aneh. Habis update malah gabisa tarik tanpa kartu","0","-1","0","0"
"Kecewa, atm saya hilang. Lalu saya coba ambil duit tanpa kartu ATM(cardless) eh ternyata gak bisa ambil di ATM karena di menu gak ada, adanya di Indomaret atau Alfamart. Setelah saya pergi ke Indomaret ternyata disana gak bisa tarik tunai. Ini gimana? Kecewa banget. Ambil uang di ATM tanpa kartu gak bisa. Ambil di Indomaret juga gak bisa. Ini maunya apa?","-1","-1","0","0"
"Ko pas update terbaru tarik tunai tanpa kartu di ATM BSI gak ada cuma Indomaret, Alfamart dan alfamidi","0","-1","0","0"
"terlalu buruk untuk pembuatan password BSI Mobile nya, seharusnya kita bebas membuat password apa saja dan tanpa batas maksimal jumlah huruf dan angka","0","0","0","-1"
"BSI mobil saya ga bisa di buka kenapa ya..udah upgrade tetap gabisa di buka..mohon solusinya","0","0","-1","0"
"Woi fitur screenshot balikin lah gua mau laporan kocak, mending mutasi lo ada notif nya kocak, tf dikit gak ada notif hadeh, malah ga boleh screenshot","0","-1","-1","0"
"update terbaru jadi gak bisa screenshot bukti transfer,menyusahkan user","0","-1","-1","0"
"setelah diupdate malah suka ngebug. Pas klik ke rekening yg pernah transfer malah keluar dr aplikasi, pas cek WA buat mastiin no. rek dan jumlah transfer selalu disuruh tutup pop up, biaya transfer jg naik dannnn gabisa masukin no. rek ke favorit 🙄","0","-1","-1","0"
"Setelah update mlah ga bsa d pake ad bug,,gmn","0","0","-1","0"
"Kenapa setelah di Update, Aplikasi jadi tidak bisa Screenshot bukti pembayaran dan tidak bisa Cardless via ATM BSI? Malah pilihannya diarahkan ke Alfamart dan Indomaret Aneh dan menyulitkan nasabah.","0","-1","-1","0"
"apaan versi baru busuk .. tarik tunai tanpa kartu opsi ATM BSI dihilangkan hanya bisa di Indomaret Alfamart.. kemunduran ini mah ..","0","-1","0","0"
"Tarik tunai tanpa kartu di ATM BSI knp di hapuskan? Mesti ke indomaret atau alfamart dulu, jadi makin ribet, apalagi harus nunggu alfa atau indomart ada penjualan dulu baru ada uang","-1","-1","0","0"
"Update baru malah sering ngelag, keluar sendiri terus. Benahi lagi boz","0","0","-1","0"
"Maaf admin, saya dari nasabah ace timur, kenapa di dalam aplikasi untuk tarik tunai tidak dapat lagi fitur pilihan penarikan di BSI ya?","0","-1","0","0"
"Kenapa hilang fitur tarik tunai tanpa kartu pada pilihan tarik melalui atm? Aku lapar ditengah malam store indomaret & alfamart tidak ada yang buka toko 24 jam. Tolong dilihat ya atas pelayanannya","-1","-1","0","0"
"Ada bug untuk update versi terbaru, fitur trasfer keluar2 terus","0","-1","-1","0"
"Jelek banget, app mobilenya ribet. Transfer skn harus hari kerja kalau gk pending,","0","-1","-1","0"
"Benci bgtt kenapa ini mau login akun aja susahnya minta ampun, isi sandi aja selalu eror overload poppups terus keterangannya padahal dari mulai isi data diri sampe isi pin lancar kok giliran buat sandi lemotnya bikin nangis mana perlu banget buat narik uang😤","0","-1","-1","-1"
"bintang satu buat apk iniii!!!!!! setiap mau transfer uang pasti selalu logout jdi memperlambat transaksi... BINTANG SATU BUAT APLIKASI BSI INI!!!!!!!","0","-1","-1","0"
"kedepan fitur nya di perbanyak dan ditingkatkan lagi,itu aja sih.. Bagus,bagus,bagus lah","0","0","1","0"
"Saat aktivasi , verifikasi wajah selalu gagal Tolong di perbaiki Saya g bisa login lagi gara"" masalh ini","0","0","-1","-1"
"Duh sejak BSM jadi BSi tuh malah sering bermasalah, berapa kali uang nyangkut, terus sering bgt minta Update aplikasi. 🙃please buat maintenance nya klo bsa tuh gk sampe dlm 1 thn 3-4x upgrade lah kesian hapenya kalau lagi full gk bisa buka.","-1","-1","-1","0"
"Mo dipake TF malah brenti aplikasi nya kluar terus.. lah gimana","0","-1","-1","0"
"Alhamdulillah sangat baik aplikasi BSI. Sangat bermanfaat. Semoga berkah dan banyak Rezeki Amin ya robbil alamiiin","1","0","0","0"
"mohon kalau bisa aktifasi di buat bahasa Indonesia.....","-1","0","-1","0"
"Update terbaru gak bisa screenshot, giliran share bukti pembayaran, background putih tulisan putih, ya gak keliatan","0","-1","-1","0"
"Maaf kak ini sekarang kok di menu tarik tunai tanpa kartu tidak ada untuk ATM BSI, Kok yg ada cuman alfamart dll","0","-1","0","0"
"Kok updatan sekarang, nggak bisa tarik tunai tanpa kartu di ATM BSI ya, padahal sebelum nya ada. Kalo di Indomaret bayarnya mahal banget lagi..","-1","-1","0","0"
"Pas lagi perlu buru2 mendadak mau tf, buka aplikasi eh gak taunya gak bisa dibuka n harus update dulu kepaksa deh tancap gas nyari ATM terdekat dan pastinya bukan ATM BSI krn jaringan BSI tak ada di semua daerah. mana jaringan lg gak bagus lagi, hadeh.. hrsnya tetap msh bisa digunakan dan ada remindernya untuk update, jika seperti ini jd gak bisa diandalkan saat dibutuhkan.","-1","-1","-1","0"
"baru update aplikasi kok setiap mau transfer for close mulu sih aneh banget, padahal seblumnya aman aja, tolong di perbaiki lagi min","0","-1","-1","0"
"Ini saya udh lama pake bsi tpi kenapa gabisa screenshot, kalau kirim bukti tf trus gimna? Setiap mau ss notifnya *Aplikasi tidak mengijinkan mengambil cuplikan gambar* gimana ceritanya???","0","-1","-1","0"
"Mohon bantuan,saya tdk bisa transaksi tiap kali transaksi ada tulisan tidak bisa transaksi finansial cek saldo dan mutasi rekening.","0","-1","-1","0"
"Setelah di update untuk transaksi pembelian,seperti token ,pulsa agak susah ,malah muncul pemberitahuan transaksi tidak bisa di proses sama disuruh cek saldo,dan daptar mutasi","0","-1","-1","0"
"kenapa kok tidak bisa transaksi( beli voucher hp)....muncul cek daftar mutasi...dkilik tidak ada petunjuk teknis","0","-1","-1","0"
"Ketika msuk ke Hp baru kamera deteksi wajah selalu berhenti dan gagal","0","0","-1","-1"
"aplikasi apa sih, mau login data salah padahal sudah sesuai nik rekening, giliran mau masukin ulang no handphone di block tolong perbaiki aplikasi sampah kalian, mau login susah amat sampah banget ni aplikasi ga guna bgt nyusahin","-1","0","-1","-1"
"Kenapa minta update terus sih , BSI saya cuma untuk nabung dan transfer, jadi kurang nyaman kalau begini","0","0","-1","0"
"Ini aplikasi kok ga bisa di screenshot....kalo kita transfer terus untuk bukti ke penerima gimana caranya kalo ga bisa di screenshot ????","0","-1","-1","0"
"Gak bisa screenshot, capture layar, duh ngerepotin bgt","0","0","-1","0"
"Bsi ku tiba2 ga bisa di buka mentok di logo kemudian leluar terus. Aneh padahal tidak ada pembaruan. Ada fitur alrm adzan begitu di aktifkan apk ga bisa di buka.","0","0","-1","0"
"Aplikasi yang menyusahkan customer, untuk aktivasi aja gagal terus, video call selalu terputus disananya, udah beberapa kali hubungi cs hadus ke kantor cabang terus","-1","0","-1","-1"
"Selama saya pakai BSI banking sangat memuas kan untuk transaksi, tp sekrang knpa sudah tidak bisa lagi di screenshot bukti transfer. Tolong di perbaiki karna bukti transfer sangat penting untuk bisa di screenshot 🙏🙏","0","-1","-1","0"
"Verifikasi wajah paling ribet dan sllu gagal ,","0","0","-1","-1"
"Saran dari saya semoga bsi mobile bisa merubah sedikit mengenai tampilan aplikasinya agar terlihat bagus, seperti ditampilkan berapa saldonya , supaya tidak perlu masukin kata dan pin setiap pengecekan saldo, dan ada nontifikasi transfer berhasil masuk, sebab tidak ada nontifikasi sama sekali","-1","-1","-1","0"
"tolong bangett ini gimana dengan uang direkening saya di bsi, malah transaksi di proses terus, padahal sudah lewat 5 hari dari pihak yang mentransfer, tolong yang amanah lah","-1","-1","0","0"
"Setelah di update, pelayanannya semakin baik. Seperti pelayanan Top up E-wallet yang sekarang semakin beragam dan hampir semua E-wallet bisa Top up... Good job lah pokonya semoga kedepannya bisa terus memberikan yang terbaik buat Customersnyaa👍.... (edited: akhir akhir ini sering bermasalah. Semoga semakin mmbaik)","1","1","-1","0"
"Sering gangguan sering error. Sebaliknya gangguan bisa sampe berminggu² -_-","0","0","-1","0"
"sering banget gabisa dibuka aplikasinya ampun deh","0","0","-1","0"
"Bayar listrik di katakan salah terus pdhl coba 6 kali ,, bayar pke VA semua pembayaran gak bisa.","0","-1","0","0"
"Jelek. Selalu minta update tapi begitu diperbarui malah jadi gabisa dipake. Masa tiap update app harus selalu ke bank dan anti luamaaaa. Merepotkan sekali dan menjadi tidak berguna. Maunya bikin simple malah jadi repot","-1","0","-1","0"
"Ga bisa di buka aplikasi nya, udh d update juga tetep ga bisa","0","0","-1","0"
"Ada apa dengan aplikasi nya biasa nggk pernah gini Selalu lancar2 aja Setelah di upgrade kok malah nggk bisa transfer Selalu muncul kata DATA KOSONG","0","-1","-1","0"
"Segalanya mudah dan aman terimakasih","1","0","1","1"
"Ribet isi datanya,loading Lama padahal jaringan kuat","0","0","-1","0"
"Gak bisa pake, selalu keluar tulisan close overlaping popup,Uda ke cabang BSI tapi kagak tau solusi,malah disuruh ganti hp..agak taiiiek memang BSI ini...Uda promo gak ada apa2 ,uang kita sendiri dipersulit.","-1","0","-1","0"
"Gak bisa login veryfikasi wajah seharian gak berhasil, cs di kantor bank juga gak bisa ngebantu","-1","0","0","-1"
"Sering trouble, susah di akses,tiba2 nanti transaksi gagal. Tolong ditingkatkan lagi...","0","-1","-1","0"
"Setiap transfer dana melalui mobile banking selalu gagal, datang ke cabang BSI jam 10:00 nunggu antrian selesai jam 15:00, bank syariah terbesar di indonesia yang pelayanan dan kualitasnya sangat buruk.","-1","-1","0","0"
"Min tolong adain pilihan 50k untuk tarik tunai via BSI Mobile, ATM saya hilang soalnya. Males balik kampung ngurus ini itu lagi","-1","-1","0","0"
"Gk berguna setiap kali di buka untuk transaksi gagal terus, notif ny transaksi gagal, waktu habis, saldo tidak ad lh, mutasi lh. Pdhl sinyal bgus saldo ad trus mutasi mau d kemanain. Apk ny mohon di perbaiki lgi lh....","0","-1","-1","0"
"Aplikasi BSI Mobile ini sangat jelek dan ribet,. Hampir setiap bulan minta Update Fersi terbarulah, yang ini lah, yang itulah, BSI nya jelek","0","0","-1","0"
"Aplikasi taik, gak bisa login login vermuk nya susah amat","0","0","-1","-1"
"Sejak di-update, aktivitasi apps saat face verification selalu gagal.","0","0","-1","-1"
"Layanan perbankan makin menurun, transfer berulang kali gagal terus ,aplikasi SDH terupdate, masih juga gak bisa. Makin gak nyaman dgn BSI, kayaknya BSI banyak dikorupsi oleh pejabat2 .sejak berdirinya sampe skrg perkembangan makin jelek bukan makin baik.","-1","-1","-1","0"
"Sampai hari ini 13 September 2024 update aplikasi jadi tidak bisa screenshoot saldo, tolong di perbaiki segera karena sangat menganggu","0","0","-1","0"
"Tolonglah BSI jangan update terus, kasihani lah kami yang penyimpanan internalnya tidak memadai 🤧","0","0","-1","0"
"Aplikasi dalban sudah benar pin 100% gagal terus suruh reset sudah reset buat pin dan reset masih saja salah buang buang pikiran saja","0","0","-1","-1"
"Semenjak habis update Mau ngirim bukti screenshot habis tranfer mesti gelap kayak gak bisa di screenshot. sebelum update bisa di screenshot jelas gk gelap tolong di perbaiki lg biar bisa di screenshot kyk sebelumnya 🙏","0","-1","-1","0"
"Kebanyakan pin, lihat saldo aja hrus ada pin, ribet","0","0","-1","-1"
"Setelah di update saldo yang di transfer ke rekening tidak ada masuk","0","-1","0","0"
"tiba² transaksi gagal kyak eror gitu masuk di daftar mutasi tapi di resi nggk ada saldo juga dikurangin mohon bantuannya","0","-1","-1","0"
"Sangat membantu dan memberikan pelayanan digital yg sangat cepat dan mudah terimakasih BSI mobile","1","0","1","0"
"Setelah update diperbarui kenapa tdk bisa screenshot?","0","0","-1","0"
"Kok semenjak update aplikasi sering eror ya, masukin kat sandi ngk bisa bisa","0","0","-1","-1"
"sy org yg paling tdk tllu bisa nutul"" hp, mangkanya klo ada info saran /kritik,tetep ga bisa aliyas bingung, harap d maklum ngge... hehehh palagi kirim foto sgl maaf ga bisa","-1","0","-1","0"
"Setelah di update bukannya malah enak kok malah gaenak yaa Tambah ga jelas aja hmm","0","0","-1","0"
"Bsi sy SDH lama tdk BS digunakan ada notifikasi RCC rooted device detected,, SDH saya update bisa sehari kemudian SDH tdk bisa digunakan LG dengan notifikasi yg sama","0","0","-1","-1"
"Makin di update makin rusak, mau tunjukan saldo sama orang pun gak bisa rusak"" aku yang punya hp jadi pening","0","0","-1","0"
"Malah tidak bisa login, nyesel di update","0","0","-1","-1"
"BSI gmn sih, dii update malah ga bisa screen shot. Repot dong klo perlu2 screen shot.","0","0","-1","0"
"Kenapa apk nya ndk bisa d buka ya tolong info nya admin","0","0","-1","0"
"Bsi tidak bisa di buka,dah restart hp,dah ganti kartu,pakai wifi,dan hapus dan dwonload ulang bsi tetep gk masuk,pelayanan di kantor bsi aceh daerah alue bili jgak sangat buruk,jangan gk rokomended di pakai ni aplikasi,gk ada solusi di kasi petugas,dan tidak bisa daftar rekening secara offline jgak,kan aneh😅,baru kali ini saya jumpa bank seperti ini","-1","0","-1","0"
"Gimana sih? setelah di-update kok buat dikirim saldo malah ga masuk? tolong segera diperbaiki 🙏","0","-1","0","0"
